0	1
0	2
0	3
0	4
1	4
2	4
3	4
4	4
4	5
5	5
5	6
6	6
7	6
8	6
8	7
9	7
10	7
10	8
11	8
11	9
12	9
13	9
14	9
15	9
15	10
16	10
17	10
18	10
18	11
18	12
19	12
20	12
21	12
22	12
23	12
23	13
24	13
25	13
26	13
26	14
26	15
27	15
28	15
29	15
30	15
31	15
31	16
32	16
33	16
34	16
35	16
35	17
36	17
37	17
37	18
37	19
38	19
39	19
39	20
39	21
40	21
41	21
42	21
42	22
43	22
43	23
44	23
45	23
45	24
46	24
47	24
48	24
49	24
50	24
50	25
51	25
51	26
52	26
53	26
54	26
55	26
55	27
55	28
55	29
56	29
56	30
57	30
57	31
58	31
59	31
60	31
61	31
62	31
63	31
64	31
65	31
65	32
66	32
66	33
66	34
67	34
68	34
69	34
70	34
71	34
72	34
73	34
74	34
75	34
76	34
77	34
77	35
78	35
79	35
79	36
80	36
81	36
81	37
82	37
83	37
83	38
84	38
84	39
85	39
86	39
87	39
88	39
89	39
90	39
90	40
91	40
92	40
92	41
93	41
94	41
95	41
96	41
97	41
98	41
99	41
100	41
100	42
101	42
102	42
103	42
104	42
105	42
106	42
106	43
107	43
107	44
108	44
109	44
110	44
110	45
110	46
111	46
112	46
113	46
114	46
114	47
115	47
116	47
117	47
117	48
118	48
118	49
118	50
119	50
120	50
120	51
121	51
122	51
122	52
123	52
124	52
124	53
125	53
126	53
126	54
126	55
127	55
127	56
128	56
129	56
129	57
130	57
131	57
132	57
133	57
134	57
135	57
136	57
136	58
137	58
137	59
138	59
139	59
140	59
140	60
